Gene	Tissue	Gene name	Cluster	Cell type	Read count	pTPM
9606.ENSP00000014914	intestine	GPRC5A	c-8	undifferentiated cells	927497.0	296.5
9606.ENSP00000014914	intestine	GPRC5A	c-2	proximal enterocytes	7033736.0	115.2
9606.ENSP00000014914	intestine	GPRC5A	c-7	undifferentiated cells	6005923.0	81.3
9606.ENSP00000014914	intestine	GPRC5A	c-1	intestinal goblet cells	1438754.0	71.6
9606.ENSP00000014914	intestine	GPRC5A	c-8	undifferentiated cells	3910510.0	67.0
9606.ENSP00000014914	intestine	GPRC5A	c-4	intestinal goblet cells	8061340.0	47.3
9606.ENSP00000014914	intestine	GPRC5A	c-2	paneth cells	5929594.0	46.9
9606.ENSP00000014914	intestine	GPRC5A	c-14	enteroendocrine cells	157206.0	25.4
9606.ENSP00000014914	intestine	GPRC5A	c-3	t-cells	1281402.0	21.9
9606.ENSP00000014914	intestine	GPRC5A	c-11	paneth cells	329372.0	21.3
9606.ENSP00000014914	intestine	GPRC5A	c-12	b-cells	370114.0	16.2
9606.ENSP00000014914	intestine	GPRC5A	c-9	intestinal goblet cells	2031351.0	16.2
9606.ENSP00000014914	intestine	GPRC5A	c-11	enteroendocrine cells	348970.0	2.9
9606.ENSP00000014914	lung	GPRC5A	c-10	alveolar cells type 1	181256.0	1616.5
9606.ENSP00000014914	lung	GPRC5A	c-8	club cells	4397763.0	752.0
9606.ENSP00000014914	lung	GPRC5A	c-7	club cells	594656.0	380.1
9606.ENSP00000014914	lung	GPRC5A	c-11	basal respiratory cells	2988336.0	321.6
9606.ENSP00000014914	lung	GPRC5A	c-1	alveolar cells type 2	1202921.0	265.2
9606.ENSP00000014914	lung	GPRC5A	c-5	fibroblasts	738761.0	184.1
9606.ENSP00000014914	lung	GPRC5A	c-10	respiratory ciliated cells	3091119.0	127.5
9606.ENSP00000014914	lung	GPRC5A	c-8	respiratory ciliated cells	474551.0	109.6
9606.ENSP00000014914	lung	GPRC5A	c-15	ionocytes	378503.0	79.3
9606.ENSP00000014914	lung	GPRC5A	c-9	endothelial cells	192094.0	72.9
9606.ENSP00000014914	lung	GPRC5A	c-14	smooth muscle cells	862691.0	55.6
9606.ENSP00000014914	lung	GPRC5A	c-2	macrophages	757374.0	42.3
9606.ENSP00000014914	lung	GPRC5A	c-3	t-cells	540980.0	25.9
9606.ENSP00000014914	lung	GPRC5A	c-4	granulocytes	326433.0	24.5
9606.ENSP00000020673	brain	PSD	c-39	excitatory neurons	7483738.0	78.3
9606.ENSP00000020673	brain	PSD	c-21	inhibitory neurons	20255965.0	50.4
9606.ENSP00000020673	brain	PSD	c-42	oligodendrocyte precursor cells	1265946.0	14.2
9606.ENSP00000020673	brain	PSD	c-35	astrocytes	1538564.0	13.6
9606.ENSP00000020673	brain	PSD	c-43	microglial cells	390440.0	10.2
9606.ENSP00000020673	brain	PSD	c-37	oligodendrocytes	2228281.0	5.8
9606.ENSP00000020926	brain	SYT13	c-10	excitatory neurons	35052388.0	111.2
9606.ENSP00000020926	brain	SYT13	c-38	inhibitory neurons	6521624.0	80.8
9606.ENSP00000020926	brain	SYT13	c-43	microglial cells	390440.0	15.4
9606.ENSP00000020926	brain	SYT13	c-35	astrocytes	1538564.0	9.1
9606.ENSP00000020926	brain	SYT13	c-37	oligodendrocytes	2228281.0	6.3
9606.ENSP00000020926	brain	SYT13	c-42	oligodendrocyte precursor cells	1265946.0	2.4
9606.ENSP00000025301	brain	AKAP11	c-26	inhibitory neurons	14766772.0	267.3
9606.ENSP00000025301	brain	AKAP11	c-24	excitatory neurons	15693098.0	193.3
9606.ENSP00000025301	brain	AKAP11	c-12	oligodendrocytes	8026745.0	135.0
9606.ENSP00000025301	brain	AKAP11	c-43	microglial cells	390440.0	128.1
9606.ENSP00000025301	brain	AKAP11	c-35	astrocytes	1538564.0	117.0
9606.ENSP00000025301	brain	AKAP11	c-42	oligodendrocyte precursor cells	1265946.0	109.8
9606.ENSP00000027335	gastrointestinal tract					
9606.ENSP00000027335	intestine	CDH17	c-6	distal enterocytes	856747.0	775.0
9606.ENSP00000027335	intestine	CDH17	c-11	paneth cells	342270.0	537.6
9606.ENSP00000027335	intestine	CDH17	c-5	distal enterocytes	3367989.0	459.6
9606.ENSP00000027335	intestine	CDH17	c-2	undifferentiated cells	1419750.0	374.7
9606.ENSP00000027335	intestine	CDH17	c-6	proximal enterocytes	2251272.0	319.4
9606.ENSP00000027335	intestine	CDH17	c-3	undifferentiated cells	5928643.0	312.2
9606.ENSP00000027335	intestine	CDH17	c-2	paneth cells	5929594.0	281.1
9606.ENSP00000027335	intestine	CDH17	c-10	intestinal goblet cells	482730.0	256.9
9606.ENSP00000027335	intestine	CDH17	c-10	intestinal goblet cells	1688187.0	220.4
9606.ENSP00000027335	intestine	CDH17	c-11	paneth cells	329372.0	218.6
9606.ENSP00000027335	intestine	CDH17	c-14	enteroendocrine cells	157206.0	209.9
9606.ENSP00000027335	intestine	CDH17	c-3	undifferentiated cells	13088246.0	162.4
9606.ENSP00000027335	intestine	CDH17	c-1	intestinal goblet cells	1438754.0	148.7
9606.ENSP00000027335	intestine	CDH17	c-11	enteroendocrine cells	348970.0	117.5
9606.ENSP00000027335	intestine	CDH17	c-3	t-cells	1281402.0	50.7
9606.ENSP00000027335	intestine	CDH17	c-15	granulocytes	49461.0	20.2
9606.ENSP00000027335	intestine	CDH17	c-12	b-cells	370114.0	18.9
9606.ENSP00000039989	brain	TTC17	c-43	microglial cells	390440.0	496.9
9606.ENSP00000039989	brain	TTC17	c-18	excitatory neurons	34993952.0	337.6
9606.ENSP00000039989	brain	TTC17	c-35	astrocytes	1538564.0	317.8
9606.ENSP00000039989	brain	TTC17	c-6	inhibitory neurons	36725974.0	308.6
9606.ENSP00000039989	brain	TTC17	c-42	oligodendrocyte precursor cells	1265946.0	301.8
9606.ENSP00000039989	brain	TTC17	c-37	oligodendrocytes	2228281.0	296.2
9606.ENSP00000039989	urogenital system					
9606.ENSP00000053867	blood					
9606.ENSP00000053867	brain	GRN	c-43	microglial cells	390440.0	56.3
9606.ENSP00000053867	brain	GRN	c-35	astrocytes	1538564.0	25.3
9606.ENSP00000053867	brain	GRN	c-42	oligodendrocyte precursor cells	1265946.0	17.4
9606.ENSP00000053867	brain	GRN	c-12	oligodendrocytes	8026745.0	17.1
9606.ENSP00000053867	brain	GRN	c-17	inhibitory neurons	21423707.0	12.7
9606.ENSP00000053867	brain	GRN	c-2	excitatory neurons	74197620.0	12.4
9606.ENSP00000053867	gastrointestinal tract					
9606.ENSP00000053867	heart	GRN	c-6	mixed immune cells	9544156.0	415.1
9606.ENSP00000053867	heart	GRN	c-5	endothelial cells	21521186.0	143.4
9606.ENSP00000053867	heart	GRN	c-9	fibroblasts	17544967.0	108.0
9606.ENSP00000053867	heart	GRN	c-3	cardiomyocytes	85362196.0	69.6
9606.ENSP00000053867	heart	GRN	c-7	smooth muscle cells	17106114.0	52.5
9606.ENSP00000053867	intestine	GRN	c-10	distal enterocytes	560468.0	669.1
9606.ENSP00000053867	intestine	GRN	c-11	paneth cells	342270.0	625.2
9606.ENSP00000053867	intestine	GRN	c-2	paneth cells	5929594.0	441.2
9606.ENSP00000053867	intestine	GRN	c-5	distal enterocytes	3367989.0	415.4
9606.ENSP00000053867	intestine	GRN	c-2	undifferentiated cells	1419750.0	405.0
9606.ENSP00000053867	intestine	GRN	c-11	paneth cells	329372.0	397.7
9606.ENSP00000053867	intestine	GRN	c-3	undifferentiated cells	5928643.0	382.0
9606.ENSP00000053867	intestine	GRN	c-1	intestinal goblet cells	1438754.0	244.7
9606.ENSP00000053867	intestine	GRN	c-10	intestinal goblet cells	1688187.0	226.9
9606.ENSP00000053867	intestine	GRN	c-15	granulocytes	49461.0	222.4
9606.ENSP00000053867	intestine	GRN	c-12	b-cells	370114.0	213.4
9606.ENSP00000053867	intestine	GRN	c-5	proximal enterocytes	3033676.0	191.2
9606.ENSP00000053867	intestine	GRN	c-14	enteroendocrine cells	157206.0	184.5
9606.ENSP00000053867	intestine	GRN	c-10	intestinal goblet cells	482730.0	171.9
9606.ENSP00000053867	intestine	GRN	c-11	enteroendocrine cells	348970.0	171.9
9606.ENSP00000053867	intestine	GRN	c-8	undifferentiated cells	3910510.0	123.3
9606.ENSP00000053867	intestine	GRN	c-3	t-cells	1281402.0	35.9
9606.ENSP00000053867	kidney	GRN	c-9	macrophages	1789589.0	510.7
9606.ENSP00000053867	kidney	GRN	c-12	collecting duct cells	369870.0	321.7
9606.ENSP00000053867	kidney	GRN	c-8	proximal tubular cells	1883274.0	246.4
9606.ENSP00000053867	kidney	GRN	c-13	b-cells	240783.0	70.6
9606.ENSP00000053867	kidney	GRN	c-7	t-cells	1734364.0	24.2
9606.ENSP00000053867	kidney	GRN	c-11	distal tubular cells	549908.0	9.1
9606.ENSP00000053867	liver	GRN	c-3	kupffer cells	3560013.0	689.9
9606.ENSP00000053867	liver	GRN	c-4	hepatic stellate cells	2530769.0	230.0
9606.ENSP00000053867	liver	GRN	c-12	endothelial cells	983671.0	219.6
9606.ENSP00000053867	liver	GRN	c-14	cholangiocytes	598450.0	155.4
9606.ENSP00000053867	liver	GRN	c-6	b-cells	3450795.0	73.3
9606.ENSP00000053867	liver	GRN	c-5	hepatocytes	2118292.0	48.6
9606.ENSP00000053867	liver	GRN	c-15	t-cells	707627.0	36.7
9606.ENSP00000053867	liver	GRN	c-16	erythroid cells	636896.0	12.6
9606.ENSP00000053867	lung	GRN	c-0	macrophages	1636431.0	1569.9
9606.ENSP00000053867	lung	GRN	c-12	basal respiratory cells	2187154.0	1352.9
9606.ENSP00000053867	lung	GRN	c-16	club cells	888104.0	700.4
9606.ENSP00000053867	lung	GRN	c-9	endothelial cells	192094.0	223.8
9606.ENSP00000053867	lung	GRN	c-15	ionocytes	378503.0	190.2
9606.ENSP00000053867	lung	GRN	c-10	alveolar cells type 1	181256.0	149.0
9606.ENSP00000053867	lung	GRN	c-3	t-cells	540980.0	136.8
9606.ENSP00000053867	lung	GRN	c-10	respiratory ciliated cells	3091119.0	129.1
9606.ENSP00000053867	lung	GRN	c-6	alveolar cells type 2	288663.0	117.8
9606.ENSP00000053867	lung	GRN	c-7	club cells	594656.0	97.5
9606.ENSP00000053867	lung	GRN	c-14	smooth muscle cells	862691.0	90.4
9606.ENSP00000053867	lung	GRN	c-5	fibroblasts	738761.0	65.0
9606.ENSP00000053867	lung	GRN	c-4	granulocytes	326433.0	64.3
9606.ENSP00000053867	lung	GRN	c-8	respiratory ciliated cells	474551.0	48.5
9606.ENSP00000053867	placenta	GRN	c-9	hofbauer cells	14611761.0	1711.4
9606.ENSP00000053867	placenta	GRN	c-5	cytotrophoblasts	8066555.0	655.3
9606.ENSP00000053867	placenta	GRN	c-10	syncytiotrophoblasts	12568358.0	467.8
9606.ENSP00000053867	placenta	GRN	c-18	fibroblasts	2005662.0	467.2
9606.ENSP00000053867	placenta	GRN	c-17	endothelial cells	1521168.0	364.2
9606.ENSP00000053867	placenta	GRN	c-6	extravillous trophoblasts	42924496.0	295.5
9606.ENSP00000053867	mouth					
9606.ENSP00000053867	skin	GRN	c-12	langerhans cells	788770.0	417.1
9606.ENSP00000053867	skin	GRN	c-3	fibroblasts	4483483.0	319.6
9606.ENSP00000053867	skin	GRN	c-13	melanocytes	558734.0	209.4
9606.ENSP00000053867	skin	GRN	c-11	endothelial cells	1344785.0	152.4
9606.ENSP00000053867	skin	GRN	c-10	smooth muscle cells	874801.0	101.7
9606.ENSP00000053867	skin	GRN	c-5	basal keratinocytes	9562322.0	88.4
9606.ENSP00000053867	skin	GRN	c-6	suprabasal keratinocytes	9007898.0	67.9
9606.ENSP00000053867	skin	GRN	c-7	t-cells	2726851.0	36.7
9606.ENSP00000053867	spleen	GRN	c-5	macrophages	955802.0	464.5
9606.ENSP00000053867	spleen	GRN	c-0	b-cells	2862754.0	89.1
9606.ENSP00000053867	spleen	GRN	c-3	plasma cells	5492639.0	49.3
9606.ENSP00000053867	spleen	GRN	c-7	t-cells	434173.0	27.6
9606.ENSP00000053867	urogenital system					
9606.ENSP00000054666	brain	VAMP3	c-12	oligodendrocytes	8026745.0	36.4
9606.ENSP00000054666	brain	VAMP3	c-35	astrocytes	1538564.0	23.4
9606.ENSP00000054666	brain	VAMP3	c-43	microglial cells	390440.0	23.1
9606.ENSP00000054666	brain	VAMP3	c-42	oligodendrocyte precursor cells	1265946.0	19.7
9606.ENSP00000054666	brain	VAMP3	c-26	inhibitory neurons	14766772.0	18.0
9606.ENSP00000054666	brain	VAMP3	c-44	excitatory neurons	1529825.0	17.6
9606.ENSP00000054666	gastrointestinal tract					
9606.ENSP00000054666	kidney	VAMP3	c-1	proximal tubular cells	11767901.0	75.0
9606.ENSP00000054666	kidney	VAMP3	c-11	distal tubular cells	549908.0	60.0
9606.ENSP00000054666	kidney	VAMP3	c-12	collecting duct cells	369870.0	59.5
9606.ENSP00000054666	kidney	VAMP3	c-9	macrophages	1789589.0	58.1
9606.ENSP00000054666	kidney	VAMP3	c-7	t-cells	1734364.0	23.1
9606.ENSP00000054666	kidney	VAMP3	c-13	b-cells	240783.0	20.8
9606.ENSP00000054666	lung	VAMP3	c-9	endothelial cells	192094.0	182.2
9606.ENSP00000054666	lung	VAMP3	c-0	macrophages	1636431.0	115.5
9606.ENSP00000054666	lung	VAMP3	c-4	granulocytes	326433.0	98.0
9606.ENSP00000054666	lung	VAMP3	c-10	alveolar cells type 1	181256.0	82.8
9606.ENSP00000054666	lung	VAMP3	c-1	alveolar cells type 2	1202921.0	67.3
9606.ENSP00000054666	lung	VAMP3	c-15	ionocytes	378503.0	55.5
9606.ENSP00000054666	lung	VAMP3	c-8	respiratory ciliated cells	474551.0	52.7
9606.ENSP00000054666	lung	VAMP3	c-5	fibroblasts	738761.0	50.1
9606.ENSP00000054666	lung	VAMP3	c-12	basal respiratory cells	2187154.0	43.0
9606.ENSP00000054666	lung	VAMP3	c-7	club cells	594656.0	42.0
9606.ENSP00000054666	lung	VAMP3	c-3	t-cells	540980.0	31.4
9606.ENSP00000054666	lung	VAMP3	c-2	club cells	14107300.0	30.7
9606.ENSP00000054666	lung	VAMP3	c-10	respiratory ciliated cells	3091119.0	25.6
9606.ENSP00000054666	lung	VAMP3	c-14	smooth muscle cells	862691.0	10.4
9606.ENSP00000054666	urogenital system					
9606.ENSP00000064724	brain	CLDN11	c-37	oligodendrocytes	2228281.0	570.8
9606.ENSP00000064724	brain	CLDN11	c-44	excitatory neurons	1529825.0	134.0
9606.ENSP00000064724	brain	CLDN11	c-43	microglial cells	390440.0	66.6
9606.ENSP00000064724	brain	CLDN11	c-14	inhibitory neurons	23790383.0	12.5
9606.ENSP00000064724	brain	CLDN11	c-42	oligodendrocyte precursor cells	1265946.0	5.5
9606.ENSP00000064724	brain	CLDN11	c-35	astrocytes	1538564.0	4.5
9606.ENSP00000070846	gastrointestinal tract					
9606.ENSP00000070846	intestine	PKP2	c-2	undifferentiated cells	1419750.0	230.3
9606.ENSP00000070846	intestine	PKP2	c-5	distal enterocytes	995778.0	152.6
9606.ENSP00000070846	intestine	PKP2	c-3	undifferentiated cells	5928643.0	131.2
9606.ENSP00000070846	intestine	PKP2	c-9	distal enterocytes	3572261.0	113.9
9606.ENSP00000070846	intestine	PKP2	c-2	paneth cells	5929594.0	91.7
9606.ENSP00000070846	intestine	PKP2	c-4	intestinal goblet cells	8061340.0	86.8
9606.ENSP00000070846	intestine	PKP2	c-3	undifferentiated cells	13088246.0	73.9
9606.ENSP00000070846	intestine	PKP2	c-1	intestinal goblet cells	1438754.0	65.3
9606.ENSP00000070846	intestine	PKP2	c-9	intestinal goblet cells	2031351.0	59.6
9606.ENSP00000070846	intestine	PKP2	c-11	paneth cells	329372.0	45.5
9606.ENSP00000070846	intestine	PKP2	c-11	enteroendocrine cells	348970.0	43.0
9606.ENSP00000070846	intestine	PKP2	c-4	proximal enterocytes	6120888.0	33.2
9606.ENSP00000070846	intestine	PKP2	c-14	enteroendocrine cells	157206.0	31.8
9606.ENSP00000070846	intestine	PKP2	c-11	paneth cells	342270.0	23.4
9606.ENSP00000070846	intestine	PKP2	c-12	b-cells	370114.0	21.6
9606.ENSP00000070846	intestine	PKP2	c-15	granulocytes	49461.0	20.2
9606.ENSP00000070846	intestine	PKP2	c-3	t-cells	1281402.0	4.7
9606.ENSP00000074304	brain	INPP4A	c-31	excitatory neurons	26853876.0	258.9
9606.ENSP00000074304	brain	INPP4A	c-15	inhibitory neurons	19261792.0	236.8
9606.ENSP00000074304	brain	INPP4A	c-43	microglial cells	390440.0	199.8
9606.ENSP00000074304	brain	INPP4A	c-35	astrocytes	1538564.0	101.4
9606.ENSP00000074304	brain	INPP4A	c-42	oligodendrocyte precursor cells	1265946.0	87.7
9606.ENSP00000074304	brain	INPP4A	c-37	oligodendrocytes	2228281.0	38.1
9606.ENSP00000075120	blood					
9606.ENSP00000075120	brain	SLC2A3	c-43	microglial cells	390440.0	94.8
9606.ENSP00000075120	brain	SLC2A3	c-19	excitatory neurons	29414307.0	43.9
9606.ENSP00000075120	brain	SLC2A3	c-30	inhibitory neurons	15212132.0	37.8
9606.ENSP00000075120	brain	SLC2A3	c-37	oligodendrocytes	2228281.0	12.1
9606.ENSP00000075120	brain	SLC2A3	c-35	astrocytes	1538564.0	11.0
9606.ENSP00000075120	brain	SLC2A3	c-42	oligodendrocyte precursor cells	1265946.0	10.3
9606.ENSP00000075120	gastrointestinal tract					
9606.ENSP00000075120	intestine	SLC2A3	c-15	granulocytes	49461.0	626.8
9606.ENSP00000075120	intestine	SLC2A3	c-12	b-cells	370114.0	480.9
9606.ENSP00000075120	intestine	SLC2A3	c-3	t-cells	1281402.0	238.8
9606.ENSP00000075120	intestine	SLC2A3	c-11	paneth cells	329372.0	3.0
9606.ENSP00000075120	intestine	SLC2A3	c-11	enteroendocrine cells	348970.0	2.9
9606.ENSP00000075120	intestine	SLC2A3	c-9	distal enterocytes	603535.0	1.7
9606.ENSP00000075120	intestine	SLC2A3	c-8	undifferentiated cells	927497.0	1.1
9606.ENSP00000075120	intestine	SLC2A3	c-1	intestinal goblet cells	1438754.0	0.7
9606.ENSP00000075120	intestine	SLC2A3	c-1	intestinal goblet cells	3656338.0	0.3
9606.ENSP00000075120	intestine	SLC2A3	c-8	undifferentiated cells	2860965.0	0.3
9606.ENSP00000075120	intestine	SLC2A3	c-0	proximal enterocytes	8647411.0	0.2
9606.ENSP00000075120	intestine	SLC2A3	c-2	paneth cells	5929594.0	0.2
9606.ENSP00000075120	kidney	SLC2A3	c-9	macrophages	1789589.0	200.6
9606.ENSP00000075120	kidney	SLC2A3	c-7	t-cells	1734364.0	153.9
9606.ENSP00000075120	kidney	SLC2A3	c-13	b-cells	240783.0	87.2
9606.ENSP00000075120	kidney	SLC2A3	c-12	collecting duct cells	369870.0	5.4
9606.ENSP00000075120	kidney	SLC2A3	c-5	proximal tubular cells	3408183.0	2.1
9606.ENSP00000075120	lung	SLC2A3	c-2	macrophages	757374.0	1598.9
9606.ENSP00000075120	lung	SLC2A3	c-4	granulocytes	326433.0	842.4
9606.ENSP00000075120	lung	SLC2A3	c-6	alveolar cells type 2	288663.0	408.8
9606.ENSP00000075120	lung	SLC2A3	c-9	endothelial cells	192094.0	333.2
9606.ENSP00000075120	lung	SLC2A3	c-3	t-cells	540980.0	286.5
9606.ENSP00000075120	lung	SLC2A3	c-10	alveolar cells type 1	181256.0	248.3
9606.ENSP00000075120	lung	SLC2A3	c-5	fibroblasts	738761.0	201.7
9606.ENSP00000075120	lung	SLC2A3	c-7	club cells	594656.0	72.3
9606.ENSP00000075120	lung	SLC2A3	c-8	respiratory ciliated cells	474551.0	29.5
9606.ENSP00000075120	lung	SLC2A3	c-11	basal respiratory cells	2988336.0	8.4
9606.ENSP00000075120	lung	SLC2A3	c-8	club cells	4397763.0	1.6
9606.ENSP00000075120	lung	SLC2A3	c-1	respiratory ciliated cells	8320942.0	0.2
9606.ENSP00000075120	placenta	SLC2A3	c-1	extravillous trophoblasts	57277027.0	347.4
9606.ENSP00000075120	placenta	SLC2A3	c-11	cytotrophoblasts	9294964.0	311.6
9606.ENSP00000075120	placenta	SLC2A3	c-17	endothelial cells	1521168.0	283.3
9606.ENSP00000075120	placenta	SLC2A3	c-4	hofbauer cells	18457991.0	102.2
9606.ENSP00000075120	placenta	SLC2A3	c-18	fibroblasts	2005662.0	83.3
9606.ENSP00000075120	placenta	SLC2A3	c-10	syncytiotrophoblasts	12568358.0	81.4
9606.ENSP00000075120	urogenital system					
9606.ENSP00000078429	brain	GNA11	c-43	microglial cells	390440.0	30.7
9606.ENSP00000078429	brain	GNA11	c-14	inhibitory neurons	23790383.0	25.3
9606.ENSP00000078429	brain	GNA11	c-12	oligodendrocytes	8026745.0	20.1
9606.ENSP00000078429	brain	GNA11	c-40	excitatory neurons	6366520.0	16.6
9606.ENSP00000078429	brain	GNA11	c-42	oligodendrocyte precursor cells	1265946.0	11.1
9606.ENSP00000078429	brain	GNA11	c-35	astrocytes	1538564.0	10.4
9606.ENSP00000085219	spleen	CD22	c-0	b-cells	2862754.0	162.4
9606.ENSP00000085219	spleen	CD22	c-5	macrophages	955802.0	5.2
9606.ENSP00000085219	spleen	CD22	c-6	t-cells	590098.0	1.7
9606.ENSP00000085219	spleen	CD22	c-3	plasma cells	5492639.0	0.5
9606.ENSP00000161559	gastrointestinal tract					
9606.ENSP00000161559	intestine	CEACAM1	c-4	distal enterocytes	881948.0	1843.6
9606.ENSP00000161559	intestine	CEACAM1	c-11	paneth cells	342270.0	1428.7
9606.ENSP00000161559	intestine	CEACAM1	c-5	distal enterocytes	3367989.0	525.5
9606.ENSP00000161559	intestine	CEACAM1	c-8	undifferentiated cells	927497.0	130.5
9606.ENSP00000161559	intestine	CEACAM1	c-10	intestinal goblet cells	1688187.0	98.9
9606.ENSP00000161559	intestine	CEACAM1	c-6	proximal enterocytes	2251272.0	85.7
9606.ENSP00000161559	intestine	CEACAM1	c-1	intestinal goblet cells	1438754.0	84.1
9606.ENSP00000161559	intestine	CEACAM1	c-2	paneth cells	5929594.0	74.9
9606.ENSP00000161559	intestine	CEACAM1	c-14	enteroendocrine cells	157206.0	44.5
9606.ENSP00000161559	intestine	CEACAM1	c-12	b-cells	370114.0	43.2
9606.ENSP00000161559	intestine	CEACAM1	c-11	paneth cells	329372.0	42.5
9606.ENSP00000161559	intestine	CEACAM1	c-15	granulocytes	49461.0	40.4
9606.ENSP00000161559	intestine	CEACAM1	c-10	intestinal goblet cells	482730.0	29.0
9606.ENSP00000161559	intestine	CEACAM1	c-3	t-cells	1281402.0	26.5
9606.ENSP00000161559	intestine	CEACAM1	c-3	undifferentiated cells	5928643.0	18.0
9606.ENSP00000161559	intestine	CEACAM1	c-3	undifferentiated cells	13088246.0	12.0
9606.ENSP00000161559	intestine	CEACAM1	c-11	enteroendocrine cells	348970.0	11.5
9606.ENSP00000162749	blood					
9606.ENSP00000162749	brain	TNFRSF1A	c-43	microglial cells	390440.0	89.6
9606.ENSP00000162749	brain	TNFRSF1A	c-35	astrocytes	1538564.0	30.5
9606.ENSP00000162749	brain	TNFRSF1A	c-13	excitatory neurons	32299866.0	17.4
9606.ENSP00000162749	brain	TNFRSF1A	c-42	oligodendrocyte precursor cells	1265946.0	17.4
9606.ENSP00000162749	brain	TNFRSF1A	c-28	inhibitory neurons	13256287.0	7.4
9606.ENSP00000162749	brain	TNFRSF1A	c-37	oligodendrocytes	2228281.0	3.6
9606.ENSP00000162749	gastrointestinal tract					
9606.ENSP00000162749	intestine	TNFRSF1A	c-6	distal enterocytes	856747.0	436.5
9606.ENSP00000162749	intestine	TNFRSF1A	c-11	paneth cells	342270.0	347.7
9606.ENSP00000162749	intestine	TNFRSF1A	c-11	paneth cells	329372.0	182.2
9606.ENSP00000162749	intestine	TNFRSF1A	c-5	distal enterocytes	3367989.0	179.6
9606.ENSP00000162749	intestine	TNFRSF1A	c-2	proximal enterocytes	7033736.0	158.9
9606.ENSP00000162749	intestine	TNFRSF1A	c-8	undifferentiated cells	927497.0	124.0
9606.ENSP00000162749	intestine	TNFRSF1A	c-10	intestinal goblet cells	482730.0	95.3
9606.ENSP00000162749	intestine	TNFRSF1A	c-2	paneth cells	5929594.0	81.1
9606.ENSP00000162749	intestine	TNFRSF1A	c-10	intestinal goblet cells	1688187.0	65.2
9606.ENSP00000162749	intestine	TNFRSF1A	c-1	intestinal goblet cells	1438754.0	53.5
9606.ENSP00000162749	intestine	TNFRSF1A	c-14	enteroendocrine cells	157206.0	50.9
9606.ENSP00000162749	intestine	TNFRSF1A	c-11	enteroendocrine cells	348970.0	45.8
9606.ENSP00000162749	intestine	TNFRSF1A	c-3	undifferentiated cells	5928643.0	44.9
9606.ENSP00000162749	intestine	TNFRSF1A	c-3	t-cells	1281402.0	35.9
9606.ENSP00000162749	intestine	TNFRSF1A	c-3	undifferentiated cells	13088246.0	35.8
9606.ENSP00000162749	intestine	TNFRSF1A	c-12	b-cells	370114.0	16.2
9606.ENSP00000162749	kidney	TNFRSF1A	c-8	proximal tubular cells	1883274.0	134.3
9606.ENSP00000162749	kidney	TNFRSF1A	c-9	macrophages	1789589.0	112.3
